,algorithm,tolerance1,T,x0,xmin,fmin,iterations,time
19496,Newton-CG,0.0001,0.1,[ 3.35 -3.85  4.79 -2.77],[ 0.   -0.02  0.26  3.94],2455.19,4,0.0028162002563476562
19497,Newton-CG,0.0001,1.0,[-0.59 -3.79  1.92 -4.92],[ 0.   -0.04  0.94 -4.99],2878.93,4,0.0007028579711914062
19498,Newton-CG,0.0001,10.0,[-4.36  0.31 -0.93  2.5 ],[ 0.    0.01 -0.94  2.5 ],8029.69,3,0.0004622936248779297
19499,Newton-CG,0.0001,30.0,[-2.04  0.36  2.19  4.44],[ 0.   -0.08  2.18  4.44],14891.5,3,0.000461578369140625
19500,Newton-CG,0.0001,50.0,[ 2.39  1.01  1.34 -4.94],[ 0.   -0.05  1.31 -4.94],3343.76,3,0.0004680156707763672
19501,Newton-CG,0.0001,100.0,[-1.04  3.24 -1.4   3.54],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007894039154052734
19502,Newton-CG,0.001,0.01,[ 4.84  1.44 -0.77 -2.82],[ 0.    0.01 -0.81 -2.82],10856.21,3,0.0004737377166748047
19503,Newton-CG,0.001,0.1,[-4.91 -1.89 -1.76  4.19],[ 0.    0.03 -1.7   4.19],14800.48,3,0.0004677772521972656
19504,Newton-CG,0.001,1.0,[-2.84  0.07  2.41  1.5 ],[ 0.   -0.08  2.41  1.5 ],15038.91,3,0.00045990943908691406
19505,Newton-CG,0.001,10.0,[ 4.6   3.53  1.14 -0.57],[ 0.   -0.03  0.61 -0.6 ],2564.83,4,0.0006232261657714844
19506,Newton-CG,0.001,30.0,[-4.6   0.64 -3.91  1.15],[ 0.    0.1  -3.93  1.15],65750.56,3,0.00045871734619140625
19507,Newton-CG,0.001,50.0,[ 2.05 -1.9   0.22  0.23],[ 0.   -0.03  0.54  0.25],2527.54,4,0.0006377696990966797
19508,Newton-CG,0.001,100.0,[-2.86  0.83 -3.8  -1.38],[ 0.    0.1  -3.82 -1.38],68317.21,3,0.0004966259002685547
19509,Newton-CG,0.01,0.01,[ 0.31  4.3   1.68 -4.1 ],[ 0.   -0.04  0.87 -4.15],2802.7,4,0.0006244182586669922
19510,Newton-CG,0.01,0.1,[ 0.39 -4.98 -4.84  2.85],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0009531974792480469
19511,Newton-CG,0.01,1.0,[-4.26  5.    4.04 -2.15],[ 0.   -0.02  0.26  3.94],2455.19,5,0.001111745834350586
19512,Newton-CG,0.01,10.0,[-1.03 -2.94 -4.77 -4.22],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0009644031524658203
19513,Newton-CG,0.01,30.0,[ 4.81  2.8  -1.99  1.73],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0013759136199951172
19514,Newton-CG,0.01,50.0,[-0.77 -2.83  2.14  1.95],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0018458366394042969
19515,Newton-CG,0.01,100.0,[2.7  1.68 2.71 0.19],[ 0.   -0.02  0.26  3.94],2455.19,4,0.0031251907348632812
19516,Newton-CG,0.1,0.01,[-1.93 -0.34  0.   -2.71],[ 0.   -0.01  0.01 -2.71],4536.59,2,0.0004987716674804688
19517,Newton-CG,0.1,0.1,[-2.26  2.98 -1.1   0.42],[ 0.   -0.02  0.26  3.94],2455.19,5,0.001413106918334961
19518,Newton-CG,0.1,1.0,[ 4.89  3.13 -0.12  1.49],[ 0.   -0.03  0.44  1.54],2485.79,4,0.0013599395751953125
19519,Newton-CG,0.1,10.0,[ 3.12 -4.15 -1.54  4.19],[ 0.   -0.02  0.23  4.32],2455.93,4,0.0013306140899658203
19520,Newton-CG,0.1,30.0,[-3.09 -2.34  2.14  2.62],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0015211105346679688
19521,Newton-CG,0.1,50.0,[ 0.63 -3.19 -2.04 -1.79],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0017924308776855469
19522,Newton-CG,0.1,100.0,[-4.92  3.31 -4.29 -0.71],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0009877681732177734
19523,Newton-CG,1.0,0.01,[ 1.86 -1.86  0.85  2.15],[ 0.02 -1.88  0.85  2.15],183572050.46,1,0.00025010108947753906
19524,Newton-CG,1.0,0.1,[3.4  2.81 3.19 4.14],[-0.03  2.77  3.19  4.14],449378405.72,1,0.0002162456512451172
19525,Newton-CG,1.0,1.0,[ 0.26 -1.24  0.37 -0.33],[ 0.02 -1.25  0.37 -0.33],81030503.57,1,0.00020647048950195312
19526,Newton-CG,1.0,10.0,[-2.72 -2.16 -3.99  3.53],[ 0.03 -2.13 -3.99  3.53],268838124.21,1,0.00020766258239746094
19527,Newton-CG,1.0,30.0,[-3.6   4.88 -0.52 -0.2 ],[-0.06  4.92 -0.52 -0.2 ],1304449012.75,1,0.0002086162567138672
19528,Newton-CG,1.0,50.0,[-0.8  -0.26 -4.43 -4.31],[ 0.   -0.25 -4.43 -4.31],7639482.63,1,0.00020647048950195312
19529,Newton-CG,1.0,100.0,[-1.31 -1.41 -4.8   3.4 ],[ 0.02 -1.4  -4.8   3.4 ],125715379.68,1,0.00020599365234375
19530,Newton-CG,10.0,0.01,[ 0.81 -3.84  0.15 -1.56],[ 0.05 -3.85  0.15 -1.56],794027645.1,1,0.00020623207092285156
19531,Newton-CG,10.0,0.1,[-4.22  1.96 -0.81  0.27],[-0.02  2.   -0.81  0.27],214644513.46,1,0.00020766258239746094
19532,Newton-CG,10.0,1.0,[ 3.58 -3.23  1.54 -0.4 ],[ 0.04 -3.27  1.54 -0.4 ],558554171.86,1,0.00024318695068359375
19533,Newton-CG,10.0,10.0,[ 2.4   1.41 -1.99 -0.2 ],[-0.01  1.38 -1.99 -0.2 ],96438067.64,1,0.00023984909057617188
19534,Newton-CG,10.0,30.0,[ 0.36 -4.49  3.9  -4.82],[ 0.05 -4.49  3.9  -4.82],1031325848.52,1,0.00023221969604492188
19535,Newton-CG,10.0,50.0,[ 1.24 -2.93 -0.53  4.  ],[ 0.04 -2.95 -0.53  4.  ],469497450.04,1,0.00022029876708984375
19536,Newton-CG,10.0,100.0,[ 1.19  4.66  3.08 -0.09],[-0.05  4.65  3.08 -0.09],1218046802.98,1,0.00021266937255859375
19537,Newton-CG,100.0,0.01,[-3.14 -2.3   4.78 -0.69],[ 0.03 -2.27  4.78 -0.69],241664025.21,1,0.00025272369384765625
19538,Newton-CG,100.0,0.1,[ 3.5   2.47 -4.77  2.57],[-0.03  2.43 -4.77  2.57],285721720.21,1,0.0002665519714355469
19539,Newton-CG,100.0,1.0,[-1.09  2.1   1.32  3.64],[-0.02  2.11  1.32  3.64],252404358.62,1,0.00026679039001464844
19540,Newton-CG,100.0,10.0,[-3.13 -0.44  0.57  4.06],[ 0.01 -0.4   0.58  4.06],7483230.55,1,0.0002465248107910156
19541,Newton-CG,100.0,30.0,[ 1.31  2.19  3.73 -4.83],[-0.02  2.18  3.73 -4.83],284996368.43,1,0.00020885467529296875
19542,Newton-CG,100.0,50.0,[-4.55  3.07  3.18 -0.85],[-0.04  3.12  3.18 -0.85],562381788.64,1,0.0002079010009765625
19543,Newton-CG,100.0,100.0,[3.01 1.25 4.05 4.02],[-0.01  1.22  4.05  4.02],98852150.18,1,0.0002086162567138672
19544,Newton-CG,1000.0,0.01,[-4.37 -2.94 -1.43 -3.67],[ 0.03 -2.88 -1.43 -3.67],459769333.36,1,0.00020742416381835938
19545,Newton-CG,1000.0,0.1,[ 2.59 -1.55 -3.08 -3.97],[ 0.02 -1.58 -3.08 -3.97],149919600.81,1,0.00020599365234375
19546,Newton-CG,1000.0,1.0,[-4.77  4.49 -3.31 -2.17],[-0.05  4.54 -3.31 -2.17],1073150413.44,1,0.00020647048950195312
19547,Newton-CG,1000.0,10.0,[-0.74  2.49 -1.32  1.78],[-0.03  2.5  -1.32  1.78],329871580.99,1,0.000209808349609375
19548,Newton-CG,1000.0,30.0,[-3.56 -1.61  4.06  1.61],[ 0.02 -1.56  4.06  1.61],110748792.24,1,0.00020813941955566406
19549,Newton-CG,1000.0,50.0,[-3.59  4.57  0.59  3.86],[-0.05  4.61  0.59  3.86],1164681901.38,1,0.0002110004425048828
19550,Newton-CG,1000.0,100.0,[-1.17 -0.62 -0.8   2.87],[ 0.01 -0.6  -0.8   2.87],20232858.36,1,0.0002143383026123047
19551,Newton-CG,10000.0,0.01,[ 1.47 -3.83 -2.69  3.13],[ 0.05 -3.85 -2.69  3.13],826181400.29,1,0.00021457672119140625
19552,Newton-CG,10000.0,0.1,[-0.39 -1.33 -0.81  0.63],[ 0.02 -1.33 -0.81  0.63],96641986.59,1,0.00021600723266601562
19553,Newton-CG,10000.0,1.0,[ 4.18 -3.55 -0.82  3.84],[ 0.04 -3.6  -0.82  3.84],704599702.53,1,0.0002143383026123047
19554,Newton-CG,10000.0,10.0,[-4.62  1.55 -2.96 -3.31],[-0.02  1.61 -2.96 -3.31],126525463.56,1,0.0002319812774658203
19555,Newton-CG,10000.0,30.0,[ 2.51  4.43  2.03 -0.62],[-0.05  4.4   2.03 -0.62],1082559822.69,1,0.00021719932556152344
19556,Newton-CG,10000.0,50.0,[3.65 3.47 1.87 2.  ],[-0.04  3.42  1.87  2.  ],659089967.76,1,0.00021600723266601562
19557,Newton-CG,10000.0,100.0,[ 1.14 -4.9  -0.24 -1.77],[ 0.06 -4.92 -0.24 -1.77],1303350078.64,1,0.00021505355834960938
19558,Newton-CG,100000.0,0.01,[-3.51 -3.18  4.48  3.13],[ 0.04 -3.13  4.48  3.13],482435820.02,1,0.00021457672119140625
19559,Newton-CG,100000.0,0.1,[-3.23 -0.83  1.39 -1.63],[ 0.01 -0.79  1.39 -1.63],29498680.96,1,0.000213623046875
19560,Newton-CG,100000.0,1.0,[-2.58  2.45  2.58 -0.6 ],[-0.03  2.48  2.58 -0.6 ],357496282.74,1,0.00021076202392578125
19561,Newton-CG,100000.0,10.0,[ 1.44 -3.44 -4.19 -4.41],[ 0.04 -3.45 -4.19 -4.41],687804280.92,1,0.00020742416381835938
19562,Newton-CG,100000.0,30.0,[ 2.86  4.94 -0.76 -4.07],[-0.06  4.91 -0.76 -4.07],1294853212.91,1,0.00021123886108398438
19563,Newton-CG,100000.0,50.0,[-3.95 -0.97 -3.68  1.51],[ 0.01 -0.92 -3.68  1.51],56061121.19,1,0.00020837783813476562
19564,Newton-CG,100000.0,100.0,[-2.33  1.75 -2.88 -0.42],[-0.02  1.77 -2.88 -0.42],156509103.61,1,0.0002086162567138672
19565,Newton-CG,1000000.0,0.01,[-2.54  3.21 -3.63  2.63],[-0.04  3.24 -3.63  2.63],536129098.64,1,0.00021958351135253906
19566,Newton-CG,1000000.0,0.1,[-3.52 -1.78 -3.2   3.37],[ 0.02 -1.74 -3.2   3.37],179482414.29,1,0.0002079010009765625
19567,Newton-CG,1000000.0,1.0,[0.62 3.49 0.8  2.49],[-0.04  3.48  0.8   2.49],670091985.88,1,0.00020694732666015625
19568,Newton-CG,1000000.0,10.0,[ 0.53 -3.87  0.71  1.61],[ 0.05 -3.87  0.71  1.61],795577283.75,1,0.0002086162567138672
19569,Newton-CG,1000000.0,30.0,[-1.14 -2.8  -1.48 -0.9 ],[ 0.03 -2.79 -1.47 -0.9 ],429382388.18,1,0.00022125244140625
19570,Newton-CG,1000000.0,50.0,[-3.85 -1.94  0.54 -4.81],[ 0.02 -1.9   0.55 -4.81],189409426.71,1,0.00021076202392578125
19571,Newton-CG,1000000.0,100.0,[ 3.25 -0.63  2.24  4.63],[ 0.01 -0.67  2.24  4.63],18615818.33,1,0.00020694732666015625
19572,trust-ncg,1e-05,0.01,[-1.72  3.56  1.95  1.8 ],[ 0.   -0.02  0.26  3.94],2455.19,38,0.0030791759490966797
19573,trust-ncg,1e-05,0.1,[ 3.58  2.68 -1.6   4.44],[ 0.   -0.02  0.26  3.94],2455.19,8,0.001180887222290039
19574,trust-ncg,1e-05,1.0,[ 2.4   2.58 -2.34 -0.37],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0016796588897705078
19575,trust-ncg,1e-05,10.0,[ 4.5   1.51  0.82 -3.69],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012857913970947266
19576,trust-ncg,1e-05,30.0,[-2.53 -4.86 -4.49  3.5 ],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0015985965728759766
19577,trust-ncg,1e-05,50.0,[ 4.71 -2.59 -1.66 -4.32],[ 0.   -0.02  0.26  3.94],2455.19,9,0.001291513442993164
19578,trust-ncg,1e-05,100.0,[-3.2   1.77 -3.38  4.45],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0012128353118896484
19579,trust-ncg,0.0001,0.01,[-2.94  3.57  3.42 -4.03],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0013885498046875
19580,trust-ncg,0.0001,0.1,[ 1.72  1.43  3.28 -3.9 ],[ 0.   -0.02  0.26  3.94],2455.19,12,0.002298116683959961
19581,trust-ncg,0.0001,1.0,[-2.02 -2.3   2.22  3.24],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0024213790893554688
19582,trust-ncg,0.0001,10.0,[ 0.86  0.17 -4.18  2.6 ],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0023374557495117188
19583,trust-ncg,0.0001,30.0,[ 3.62  1.41 -4.14 -2.01],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0013201236724853516
19584,trust-ncg,0.0001,50.0,[-1.09 -1.16 -0.48 -3.13],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0017082691192626953
19585,trust-ncg,0.0001,100.0,[2.36 1.76 1.97 1.35],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0012161731719970703
19586,trust-ncg,0.001,0.01,[ 2.54 -0.92 -4.54  4.96],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011475086212158203
19587,trust-ncg,0.001,0.1,[ 0.02  4.76 -4.8   3.63],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0015194416046142578
19588,trust-ncg,0.001,1.0,[ 4.45  0.89 -3.19  0.42],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0009167194366455078
19589,trust-ncg,0.001,10.0,[ 1.32  3.19 -1.74 -2.29],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0016334056854248047
19590,trust-ncg,0.001,30.0,[ 3.6  -4.52 -2.84 -0.52],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0011827945709228516
19591,trust-ncg,0.001,50.0,[ 3.13 -1.75 -0.13 -3.88],[ 0.   -0.02  0.26  3.94],2455.19,44,0.003538370132446289
19592,trust-ncg,0.001,100.0,[-1.85  2.11 -3.2  -4.33],[ 0.   -0.02  0.26  3.94],2455.19,10,0.001344919204711914
19593,trust-ncg,0.01,0.01,[-0.38  0.4   1.94 -1.86],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0020287036895751953
19594,trust-ncg,0.01,0.1,[-2.37  3.49 -3.44  1.33],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0013763904571533203
19595,trust-ncg,0.01,1.0,[-2.25 -0.63 -3.02  0.55],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011665821075439453
19596,trust-ncg,0.01,10.0,[ 1.47  1.86  4.16 -4.21],[ 0.   -0.02  0.26  3.94],2455.19,12,0.001653432846069336
19597,trust-ncg,0.01,30.0,[-0.05  0.85 -2.55 -3.43],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0014913082122802734
19598,trust-ncg,0.01,50.0,[-3.8  -4.39  0.62 -1.05],[ 0.   -0.02  0.26  3.94],2455.19,9,0.001390218734741211
19599,trust-ncg,0.01,100.0,[ 1.93 -1.47  3.77 -1.52],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0016264915466308594
19600,trust-ncg,0.1,0.01,[-2.77  4.93  2.45 -4.36],[ 0.   -0.02  0.26  3.94],2455.19,11,0.001566171646118164
19601,trust-ncg,0.1,0.1,[-0.91  2.36 -1.52  1.8 ],[ 0.   -0.02  0.26  3.94],2455.19,39,0.0029981136322021484
19602,trust-ncg,0.1,1.0,[-3.59 -3.45 -0.92  0.48],[ 0.   -0.02  0.26  3.94],2455.19,7,0.0010433197021484375
19603,trust-ncg,0.1,10.0,[-2.75  2.53  3.   -0.98],[ 0.   -0.02  0.26  3.94],2455.19,42,0.003254413604736328
19604,trust-ncg,0.1,30.0,[ 3.74 -0.61 -3.08  0.76],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0010340213775634766
19605,trust-ncg,0.1,50.0,[-1.19  0.11 -1.85 -1.14],[ 0.   -0.02  0.26  3.94],2455.19,40,0.003121614456176758
19606,trust-ncg,0.1,100.0,[-2.84 -1.39 -3.09  4.96],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011096000671386719
19607,trust-ncg,1.0,0.01,[ 4.67 -3.13  2.06 -0.86],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0014715194702148438
19608,trust-ncg,1.0,0.1,[-0.84  4.59  2.31  3.93],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0008625984191894531
19609,trust-ncg,1.0,1.0,[3.73 2.75 2.35 1.78],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0008995532989501953
19610,trust-ncg,1.0,10.0,[-2.11  0.85  4.43 -1.35],[ 0.   -0.02  0.26  3.94],2455.19,12,0.001695394515991211
19611,trust-ncg,1.0,30.0,[4.6  0.92 3.47 0.28],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0009369850158691406
19612,trust-ncg,1.0,50.0,[2.6  1.33 2.15 3.68],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007822513580322266
19613,trust-ncg,1.0,100.0,[ 2.4  -4.14 -3.24  2.78],[ 0.   -0.02  0.26  3.94],2455.19,8,0.001085519790649414
19614,trust-ncg,10.0,0.01,[-0.17  1.6  -1.75  4.46],[ 0.   -0.02  0.21  4.61],2457.55,8,0.0010445117950439453
19615,trust-ncg,10.0,0.1,[ 3.97 -0.82  4.84  2.75],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0013010501861572266
19616,trust-ncg,10.0,1.0,[-2.66  4.14  1.96  1.09],[ 0.   -0.02  0.26  3.94],2455.19,7,0.0009801387786865234
19617,trust-ncg,10.0,10.0,[-2.08  0.34 -4.59 -0.12],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012009143829345703
19618,trust-ncg,10.0,30.0,[-4.59 -2.7  -1.03  2.61],[ 0.   -0.02  0.26  3.94],2455.19,7,0.0009756088256835938
19619,trust-ncg,10.0,50.0,[ 1.01 -4.32 -3.41  1.19],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0008838176727294922
19620,trust-ncg,10.0,100.0,[-0.94 -2.5  -1.84  0.81],[ 0.   -0.02  0.26  3.94],2455.19,7,0.0009882450103759766
19621,trust-ncg,100.0,0.01,[-1.06 -2.9   3.85 -4.87],[ 0.   -0.04  0.94 -5.08],2888.04,6,0.0007958412170410156
19622,trust-ncg,100.0,0.1,[3.65 2.23 0.44 2.48],[ 0.   -0.03  0.38  2.48],2466.73,4,0.0005612373352050781
19623,trust-ncg,100.0,1.0,[-1.75  0.66 -2.23  1.76],[ 0.   -0.03  0.41  1.96],2476.02,7,0.0009412765502929688
19624,trust-ncg,100.0,10.0,[-1.28  0.67  2.5   3.44],[ 0.   -0.02  0.31  3.28],2457.54,7,0.0009310245513916016
19625,trust-ncg,100.0,30.0,[-4.79  3.69 -3.15 -1.  ],[ 0.   -0.03  0.61 -0.7 ],2569.96,5,0.0006985664367675781
19626,trust-ncg,100.0,50.0,[ 4.77 -4.61  1.57 -1.19],[ 0.   -0.03  0.66 -1.26],2599.1,7,0.0009098052978515625
19627,trust-ncg,100.0,100.0,[-2.9  -0.98  4.85 -2.11],[ 0.   -0.03  0.74 -2.41],2669.48,8,0.001001596450805664
19628,trust-ncg,1000.0,0.01,[-4.93  4.2  -1.38  4.76],[ 0.   -0.02  0.19  4.89],2459.92,7,0.0008916854858398438
19629,trust-ncg,1000.0,0.1,[-3.37  3.76  0.02 -4.89],[ 0.   -0.04  0.92 -4.8 ],2861.43,6,0.0008008480072021484
19630,trust-ncg,1000.0,1.0,[ 3.09  1.57 -0.59 -0.38],[ 0.   -0.03  0.58 -0.28],2549.93,5,0.0006940364837646484
19631,trust-ncg,1000.0,10.0,[0.22 2.35 4.46 2.92],[ 0.   -0.02  0.36  2.62],2464.52,8,0.0010030269622802734
19632,trust-ncg,1000.0,30.0,[3.69 2.24 4.44 2.18],[ 0.   -0.03  0.42  1.89],2477.68,5,0.0006926059722900391
19633,trust-ncg,1000.0,50.0,[ 3.3   1.54 -2.08 -2.44],[ 0.   -0.03  0.73 -2.22],2656.76,5,0.0006911754608154297
19634,trust-ncg,1000.0,100.0,[-1.93 -3.72 -4.38  2.74],[ 0.   -0.02  0.33  3.09],2459.03,9,0.0011105537414550781
19635,trust-ncg,10000.0,0.01,[ 4.44 -1.29 -3.06  2.49],[ 0.   -0.02  0.35  2.75],2462.81,5,0.0006952285766601562
19636,trust-ncg,10000.0,0.1,[-4.7   0.96 -0.13 -3.68],[ 0.   -0.   -0.16 -3.68],6012.14,4,0.000553131103515625
19637,trust-ncg,10000.0,1.0,[-4.78 -3.84 -4.32  1.  ],[ 0.   -0.01 -0.22  1.31],4001.53,7,0.0008924007415771484
19638,trust-ncg,10000.0,10.0,[-3.02 -3.45  2.72  4.28],[ 0.   -0.02  0.25  4.08],2455.3,5,0.0006916522979736328
19639,trust-ncg,10000.0,30.0,[ 1.12  0.5  -1.61  2.93],[ 0.   -0.02  0.33  3.08],2459.13,4,0.0006043910980224609
19640,trust-ncg,10000.0,50.0,[ 3.51  2.64 -4.   -1.6 ],[ 0.   -0.01 -0.09 -1.29],4411.36,7,0.0008974075317382812
19641,trust-ncg,10000.0,100.0,[-2.24  4.76  0.95 -4.87],[ 0.   -0.03  0.8  -4.87],2917.13,5,0.00069427490234375
19642,trust-ncg,100000.0,0.01,[-3.38  2.68 -4.64  1.89],[ 0.    0.13 -4.71  1.89],88340.17,4,0.0006053447723388672
19643,trust-ncg,100000.0,0.1,[-4.38  1.49 -4.48 -1.12],[ 0.    0.12 -4.52 -1.12],89589.45,4,0.0006318092346191406
19644,trust-ncg,100000.0,1.0,[ 3.69  1.3   2.17 -2.97],[ 0.   -0.07  2.13 -2.97],8625.39,4,0.0006389617919921875
19645,trust-ncg,100000.0,10.0,[ 0.08  2.44 -0.54  0.25],[ 0.    0.01 -0.61  0.25],6862.04,4,0.0006194114685058594
19646,trust-ncg,100000.0,30.0,[ 0.1   1.47  0.15 -3.67],[ 0.   -0.01  0.11 -3.67],4481.79,4,0.0006387233734130859
19647,trust-ncg,100000.0,50.0,[ 3.61 -3.41 -0.53  3.78],[ 0.   -0.   -0.42  3.79],4043.85,4,0.0006437301635742188
19648,trust-ncg,100000.0,100.0,[ 3.    1.03 -2.32 -4.25],[ 0.    0.06 -2.34 -4.25],36740.16,4,0.0006787776947021484
19649,trust-ncg,1000000.0,0.01,[2.09 3.85 4.82 0.19],[ 0.   -0.15  4.7   0.19],58928.11,5,0.0008399486541748047
19650,trust-ncg,1000000.0,0.1,[ 3.29 -2.17  1.47  3.01],[ 0.   -0.06  1.53  3.02],7179.55,4,0.0006949901580810547
19651,trust-ncg,1000000.0,1.0,[-0.59 -3.9   0.92  1.52],[ 0.   -0.04  1.03  1.52],3617.97,6,0.00078582763671875
19652,trust-ncg,1000000.0,10.0,[ 4.21  0.15  4.07 -0.59],[ 0.   -0.13  4.06 -0.59],41538.23,5,0.0006401538848876953
19653,trust-ncg,1000000.0,30.0,[-2.21  2.78  0.62 -4.37],[ 0.   -0.03  0.54 -4.37],3221.03,5,0.000667572021484375
19654,trust-ncg,1000000.0,50.0,[ 1.81 -1.08 -1.68 -4.96],[ 0.    0.04 -1.64 -4.96],24559.2,3,0.0004582405090332031
19655,trust-ncg,1000000.0,100.0,[ 1.75  0.76  0.78 -3.38],[ 0.   -0.03  0.76 -3.38],2749.32,3,0.0004532337188720703
19656,Nelder-mead,1e-05,0.01,[ 2.8  -3.56 -0.37  0.89],[ 0.   -0.03  0.37  2.56],2465.42,414,0.019984960556030273
19657,Nelder-mead,1e-05,0.1,[ 0.04  1.2  -4.12  4.29],[ 0.   -0.02  0.26  3.94],2455.19,459,0.022464513778686523
19658,Nelder-mead,1e-05,1.0,[-0.5  -0.09  0.12  0.95],[ 0.   -0.02  0.31  3.34],2457.23,453,0.022165536880493164
19659,Nelder-mead,1e-05,10.0,[ 0.04 -3.6  -3.43 -4.75],[ 0.   -0.02  0.26  3.94],2455.19,435,0.020575284957885742
19660,Nelder-mead,1e-05,30.0,[-2.41  2.75 -3.81  3.13],[ 0.   -0.02  0.3   3.48],2456.35,397,0.018905162811279297
19661,Nelder-mead,1e-05,50.0,[-1.22 -4.01  0.44 -2.93],[ 0.   -0.03  0.81 -2.9 ],2707.67,411,0.019026517868041992
19662,Nelder-mead,1e-05,100.0,[4.08 2.33 1.56 1.8 ],[ 0.   -0.02  0.28  3.65],2455.65,441,0.020479202270507812
19663,Nelder-mead,0.0001,0.01,[ 4.14 -2.75  1.58  3.18],[ 0.   -0.02  0.21  8.47],2846.82,465,0.021497726440429688
19664,Nelder-mead,0.0001,0.1,[ 0.7  -1.24 -1.86  1.74],[ 0.   -0.01 -0.18  9.57],2624.49,468,0.021176576614379883
19665,Nelder-mead,0.0001,1.0,[-1.5  -4.77  4.4  -3.37],[ 0.   -0.04  0.99 -5.56],2935.45,472,0.02117013931274414
19666,Nelder-mead,0.0001,10.0,[ 4.18 -0.83  1.44 -3.32],[ 0.   -0.04  1.03 -6.27],3009.79,455,0.021117210388183594
19667,Nelder-mead,0.0001,30.0,[-1.3   3.54 -4.25  2.19],[ 0.000e+00 -1.000e-02 -2.900e-01  1.111e+01],2728.63,388,0.018097400665283203
19668,Nelder-mead,0.0001,50.0,[-2.09 -4.32 -1.58  0.03],[ 0.   -0.03  0.55  0.09],2534.03,422,0.01982593536376953
19669,Nelder-mead,0.0001,100.0,[2.16 0.6  4.44 0.67],[ 0.   -0.   -0.65 16.3 ],3268.31,451,0.020764589309692383
19670,Nelder-mead,0.001,0.01,[ 2.09  4.99 -4.47 -2.18],[ 0.   -0.04  0.92 -4.81],2862.07,401,0.018599271774291992
19671,Nelder-mead,0.001,0.1,[-2.64 -0.55  3.11 -0.88],[ 0.   -0.03  0.74 -2.32],2663.51,454,0.020766496658325195
19672,Nelder-mead,0.001,1.0,[-1.58  1.57  1.17 -2.81],[  0.    -0.05   1.48 -10.99],3667.97,453,0.022521257400512695
19673,Nelder-mead,0.001,10.0,[ 3.38 -2.02 -0.53  3.09],[  0.    -0.05   1.83 -26.29],8974.24,454,0.020797252655029297
19674,Nelder-mead,0.001,30.0,[ 1.82  2.62 -0.02  4.02],[ 0.   -0.02 -0.02  6.86],2512.49,385,0.017888545989990234
19675,Nelder-mead,0.001,50.0,[-1.02 -3.24 -3.21  2.25],[ 0.   -0.02  0.2   4.88],2460.45,464,0.02084207534790039
19676,Nelder-mead,0.001,100.0,[-4.23 -4.02 -2.99 -4.41],[  0.    -0.08   3.13 -36.61],11320.14,459,0.021001100540161133
19677,Nelder-mead,0.01,0.01,[-0.9  -0.89 -4.43 -2.24],[  0.    -0.05   1.52 -12.98],3977.07,470,0.021353721618652344
19678,Nelder-mead,0.01,0.1,[ 4.34 -4.57  1.14  1.61],[ 0.   -0.02  0.23  4.41],2456.33,436,0.019989967346191406
19679,Nelder-mead,0.01,1.0,[-2.86 -4.41 -4.52 -1.82],[ 0.   -0.04  0.91 -4.67],2849.63,402,0.018660306930541992
19680,Nelder-mead,0.01,10.0,[ 3.79  4.59 -4.54  2.11],[ 0.   -0.02  0.34  2.92],2460.74,458,0.02050924301147461
